account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned,support_level,discount_level
46,58.97,1,6,0.021,0.0464,0,No,5.6,0.722,4.14,6.6,8.99,2.8,No,None,Low
40,58.64,1,4,0.427,0.0608,0,No,0.0,0.226,4.46,4.83,9.26,5.6,No,None,Mid
4,184.01,1,8,0.407,0.0696,2,No,0.0,0.613,2.87,4.63,6.3,4.7,No,Low,Mid
39,47.38,10,1,0.442,0.012,0,Yes,2.6,0.467,4.03,6.15,8.99,5.8,No,None,Mid
15,50.3,1,15,0.303,0.0544,1,No,3.8,0.365,4.3,5.55,8.45,4.8,No,Low,Mid
45,30.66,1,7,0.027,0.0976,0,No,0.5,0.314,3.24,4.85,7.91,3.0,No,None,Low
19,43.76,1,10,0.443,0.0152,1,No,3.1,0.594,3.26,5.57,7.54,5.8,No,Low,Mid
5,98.41,1,38,0.294,0.0904,2,No,3.1,0.266,5.0,4.17,8.37,4.5,No,Low,Mid
30,70.13,8,14,0.545,0.0424,0,No,2.5,0.763,4.23,5.4,9.09,6.4,No,None,High
47,86.93,24,8,0.25,0.0056,1,Yes,5.4,0.775,5.0,7.2,9.31,4.2,No,Low,Mid
44,33.12,12,25,0.45,0.012,0,No,3.8,0.705,3.99,5.42,8.95,6.0,No,None,High
4,79.26,1,62,0.129,0.012,0,No,2.3,0.175,4.82,2.7,9.78,3.4,No,None,Low
47,49.97,1,142,0.465,0.0312,2,No,3.2,0.831,4.57,1.1,8.13,6.0,Yes,Low,High
31,122.67,1,20,0.202,0.0112,0,No,2.6,0.364,5.0,4.9,9.96,3.7,No,None,Low
28,126.81,1,17,0.073,0.016,0,Yes,4.6,0.688,4.69,5.72,9.64,2.8,No,None,Low
51,135.7,1,13,0.208,0.0168,0,No,0.6,0.95,2.17,4.58,7.11,3.6,No,None,Low
23,42.04,6,21,0.136,0.0056,0,No,6.2,0.554,3.76,6.22,8.74,3.7,No,None,Low
47,20.71,12,19,0.376,0.028,0,Yes,2.0,0.962,5.0,5.12,9.91,5.5,No,None,Mid
29,202.56,8,37,0.209,0.0568,2,No,5.4,0.621,4.06,5.22,7.54,3.2,No,Low,Low
30,99.35,1,16,0.093,0.1312,1,No,3.4,0.571,2.67,5.37,6.57,3.1,No,Low,Low
43,155.47,22,16,0.17,0.188,0,Yes,3.6,0.482,4.36,6.13,8.73,3.3,No,None,Low
58,93.26,15,10,0.135,0.048,1,Yes,4.1,0.482,2.48,6.37,6.65,3.4,No,Low,Low
50,39.95,38,43,0.257,0.1192,2,Yes,4.0,0.296,2.77,5.45,6.04,4.6,No,Low,Mid
24,130.76,7,4,0.251,0.0496,2,No,3.4,0.53,4.52,6.17,8.02,4.0,No,Low,Mid
10,102.86,6,24,0.139,0.044,1,No,0.0,0.845,2.06,4.0,6.25,3.4,No,Low,Low
48,110.81,13,3,0.24,0.1568,1,Yes,4.6,0.432,4.51,6.82,8.32,4.0,No,Low,Mid
47,91.24,1,8,0.468,0.0112,1,No,3.4,0.667,2.8,5.77,7.1,5.7,No,Low,High
30,61.2,1,47,0.415,0.104,0,No,2.5,0.659,3.58,3.52,8.23,5.5,No,None,Mid
58,23.23,1,6,0.452,0.0736,1,No,3.4,0.356,4.4,5.87,8.49,6.0,No,Low,High
23,100.24,6,0,0.311,0.1088,0,No,2.0,0.878,3.58,5.87,8.22,4.6,No,None,Mid
39,122.63,10,89,0.157,0.0112,0,No,0.1,0.602,4.17,1.0,9.13,3.4,Yes,None,Low
60,32.34,16,0,0.217,0.068,2,Yes,2.4,0.775,4.43,6.33,7.87,4.3,No,Low,Low
21,43.16,6,28,0.271,0.0896,2,No,0.0,0.466,2.85,3.8,6.22,4.6,No,Low,Mid
57,60.79,1,9,0.214,0.0032,1,No,4.0,0.622,4.05,5.92,8.37,4.1,No,Low,Low
1,109.69,1,10,0.241,0.244,1,Yes,2.8,0.862,4.16,5.47,7.68,4.0,No,Low,Mid
40,72.93,21,5,0.266,0.1144,1,No,0.2,0.584,3.81,5.52,7.76,4.4,No,Low,Mid
10,25.37,1,24,0.272,0.1376,1,No,5.6,0.468,3.46,5.7,7.33,4.8,No,Low,Mid
29,72.14,8,1,0.147,0.0832,1,No,6.4,0.321,3.3,7.35,7.36,3.6,No,Low,Low
31,83.6,8,23,0.199,0.06,0,No,2.2,0.452,4.86,4.85,9.66,3.9,No,None,Low
30,74.55,23,19,0.229,0.0464,2,Yes,1.9,0.186,4.66,5.45,8.17,4.2,No,Low,Mid
39,52.36,10,11,0.161,0.0088,0,Yes,2.3,0.706,4.26,5.55,9.23,3.8,No,None,Low
11,11.48,1,35,0.198,0.3072,1,No,0.0,0.762,3.19,3.28,6.5,4.3,No,Low,Low
43,43.27,1,31,0.17,0.0232,1,No,1.7,0.813,4.11,4.05,8.37,3.9,No,Low,Low
50,112.46,1,7,0.568,0.1656,3,No,1.3,0.451,3.74,5.12,6.19,6.3,No,Medium,High
22,53.93,12,31,0.163,0.0512,0,No,3.6,0.717,4.67,5.05,9.5,3.8,No,None,Low
50,85.63,13,105,0.285,0.1392,1,No,2.4,0.442,4.68,1.23,8.55,4.5,Yes,Low,Mid
59,52.75,1,24,0.343,0.0264,0,No,3.8,0.756,3.3,5.1,8.21,5.1,No,None,Mid
25,51.57,13,14,0.094,0.0432,1,No,1.5,0.791,2.74,5.23,6.93,3.3,No,Low,Low
25,283.57,7,6,0.215,0.0072,1,No,2.2,0.646,4.69,5.67,9.0,2.8,No,Low,Low
52,256.26,27,18,0.331,0.008,0,No,2.7,0.689,5.0,5.9,9.97,3.8,No,None,Mid
25,49.48,1,18,0.474,0.184,1,No,4.4,0.326,2.98,5.6,6.7,6.0,No,Low,High
35,93.34,1,5,0.444,0.1216,0,No,2.6,0.544,4.31,5.65,8.9,5.5,No,None,Mid
50,51.37,1,35,0.277,0.0912,2,No,6.6,0.352,3.82,5.48,7.18,4.6,No,Low,Mid
35,32.84,1,55,0.109,0.0616,1,No,3.5,0.451,3.09,3.45,7.22,3.6,Yes,Low,Low
46,80.44,12,44,0.055,0.0168,2,No,0.0,0.737,1.65,3.2,5.26,2.9,Yes,Low,Low
35,102.69,1,17,0.066,0.0608,0,No,2.4,0.561,4.38,4.98,9.18,2.8,No,None,Low
47,136.41,1,22,0.054,0.2144,0,No,0.2,0.591,2.98,4.0,7.27,2.6,No,None,Low
44,50.46,12,84,0.32,0.028,1,No,0.6,0.804,3.51,1.4,7.75,4.9,Yes,Low,Mid
17,45.14,1,2,0.352,0.0168,0,No,5.4,0.654,2.97,6.73,7.91,5.2,No,None,Mid
54,42.7,14,15,0.144,0.0328,2,No,3.3,0.824,3.89,5.82,7.45,3.8,No,Low,Low
9,136.28,1,24,0.204,0.0904,1,No,5.0,0.497,5.0,5.5,9.03,3.6,No,Low,Low
11,37.21,12,30,0.163,0.1056,4,No,3.7,0.63,2.89,5.13,4.87,3.9,No,Medium,Low
39,39.96,30,18,0.109,0.1336,0,Yes,0.6,0.65,3.78,5.3,8.33,3.5,No,None,Low
12,186.08,1,13,0.202,0.032,0,No,0.9,0.273,4.62,4.68,9.51,3.3,No,None,Low
24,70.66,7,5,0.313,0.1752,3,No,0.5,0.62,3.93,5.15,6.35,4.8,No,Medium,Mid
27,96.26,7,13,0.158,0.0712,1,Yes,2.3,0.837,3.25,5.35,7.35,3.5,No,Low,Low
22,68.91,12,40,0.326,0.0544,0,No,2.6,0.092,5.0,4.27,9.82,4.9,No,None,Mid
6,48.91,2,14,0.22,0.104,2,No,4.5,0.624,4.02,5.87,7.34,4.2,No,Low,Low
5,91.92,2,69,0.517,0.0768,2,No,3.0,0.826,3.03,2.62,6.44,6.1,Yes,Low,High
32,28.8,1,44,0.384,0.4336,1,No,1.1,0.602,3.16,3.2,6.05,5.5,Yes,Low,Mid
57,70.85,43,27,0.473,0.0472,1,No,6.2,0.589,3.97,7.15,8.15,5.9,No,Low,High
51,63.29,13,17,0.466,0.2104,1,No,4.6,0.55,3.57,6.12,7.2,5.9,No,Low,High
9,74.27,3,116,0.266,0.0656,1,No,2.3,0.905,2.78,1.0,6.89,4.4,Yes,Low,Mid
31,50.16,1,2,0.215,0.0064,0,No,3.3,0.564,3.0,6.03,7.98,4.2,No,None,Low
16,48.32,1,8,0.421,0.1936,1,No,1.9,0.821,2.68,5.27,6.37,5.7,No,Low,Mid
37,17.21,10,16,0.285,0.0544,2,No,4.5,0.644,3.7,6.03,7.19,4.9,No,Low,Mid
19,81.09,5,81,0.144,0.0144,1,No,0.6,0.56,3.25,1.32,7.54,3.5,Yes,Low,Low
24,112.8,13,56,0.136,0.0024,0,No,3.9,0.657,4.52,3.93,9.51,3.3,No,None,Low
12,57.0,7,14,0.086,0.0784,2,No,1.4,0.431,3.24,5.0,6.65,3.3,No,Low,Low
41,70.12,21,36,0.423,0.0168,0,No,0.4,0.642,3.9,4.03,8.84,5.5,No,None,Mid
11,33.01,1,38,0.12,0.0832,1,No,7.4,0.781,4.18,5.6,8.24,3.6,No,Low,Low
45,78.59,12,40,0.237,0.1376,1,No,5.0,0.794,3.74,5.07,7.61,4.2,No,Low,Mid
25,35.47,1,88,0.341,0.0608,0,No,4.9,0.79,4.3,2.27,9.1,5.2,Yes,None,Mid
23,67.4,6,7,0.014,0.1632,2,No,5.8,0.613,3.84,6.78,6.96,2.7,No,Low,Low
55,34.94,1,11,0.278,0.1256,2,No,4.0,0.675,4.61,5.82,7.86,4.7,No,Low,Mid
46,17.31,12,38,0.126,0.108,0,No,4.2,0.558,3.3,4.9,7.94,3.8,No,None,Low
54,84.55,28,10,0.096,0.0768,1,No,3.9,0.509,4.36,6.73,8.44,3.2,No,Low,Low
34,94.09,9,31,0.637,0.04,0,No,4.1,0.341,4.81,5.12,9.68,6.9,No,None,High
15,217.64,1,1,0.263,0.004,1,No,1.6,0.522,3.29,5.52,7.61,3.5,No,Low,Mid
57,20.97,1,15,0.172,0.0672,1,No,4.9,0.517,3.08,5.92,7.19,4.1,No,Low,Low
52,101.9,14,7,0.147,0.12,1,No,5.2,0.737,4.59,6.85,8.52,3.4,No,Low,Low
43,33.84,11,107,0.458,0.032,1,No,4.0,0.302,3.74,1.7,7.97,6.0,Yes,Low,High
48,44.76,13,73,0.307,0.0696,0,No,0.1,0.254,5.0,1.82,9.77,4.9,Yes,None,Mid
3,51.99,3,12,0.285,0.068,1,No,7.8,0.308,5.0,7.1,9.11,4.7,No,Low,Mid
14,82.32,4,10,0.228,0.056,0,No,3.2,0.695,3.76,5.7,8.57,4.1,No,None,Mid
20,66.96,6,61,0.185,0.048,0,Yes,6.2,0.944,4.09,4.22,8.93,3.9,No,None,Low
57,96.6,1,69,0.239,0.0904,0,No,4.0,0.484,5.0,2.92,9.7,4.1,No,None,Mid
48,68.46,1,24,0.194,0.0224,0,No,2.5,0.753,4.03,4.67,8.96,3.9,No,None,Low
57,70.89,29,10,0.567,0.148,0,Yes,6.0,0.291,4.68,7.47,9.19,6.5,No,None,High
49,91.55,13,9,0.251,0.0912,0,No,4.3,0.202,3.25,6.42,7.95,4.2,No,None,Mid
26,73.26,7,28,0.318,0.1608,2,Yes,2.3,0.589,3.89,4.6,7.02,4.8,No,Low,Mid
44,104.99,1,1,0.205,0.1416,2,No,1.5,0.81,3.57,5.48,6.76,3.8,No,Low,Low
37,70.03,1,28,0.254,0.108,1,No,4.4,0.716,3.96,5.1,7.93,4.4,No,Low,Mid
59,68.95,30,38,0.458,0.0056,0,No,3.8,0.737,3.82,5.37,8.8,5.8,No,None,High
4,113.87,1,33,0.504,0.4936,4,No,3.0,0.569,1.85,4.38,2.54,5.8,Yes,Medium,High
40,138.89,1,8,0.335,0.0968,0,No,5.1,0.147,2.87,6.33,7.55,4.5,No,None,Mid
59,84.42,15,18,0.428,0.0232,1,No,5.5,0.485,5.0,6.43,9.26,5.5,No,Low,Mid
46,45.27,35,71,0.368,0.36,3,No,4.5,0.486,4.97,4.12,6.77,5.3,Yes,Medium,Mid
52,21.7,1,9,0.246,0.0216,0,No,2.9,0.624,3.46,5.55,8.39,4.6,No,None,Mid
51,10.0,1,10,0.245,0.2024,0,No,2.9,0.447,4.04,5.5,8.37,4.7,No,None,Mid
46,53.21,24,6,0.181,0.0168,0,Yes,5.3,0.305,2.86,7.27,7.8,3.9,No,None,Low
54,73.99,1,19,0.347,0.0184,1,No,3.6,0.386,2.65,5.28,6.92,5.0,No,Low,Mid
35,18.62,9,11,0.051,0.128,1,No,2.1,0.483,4.32,5.45,8.23,3.2,No,Low,Low
53,26.28,27,10,0.346,0.0056,1,No,0.0,0.78,4.74,5.4,9.05,5.3,No,Low,Mid
57,114.23,1,59,0.424,0.0472,1,No,0.0,0.875,2.25,2.08,6.43,5.3,Yes,Low,Mid
23,57.12,24,0,0.239,0.0736,2,No,0.1,0.634,3.3,5.83,6.72,4.3,No,Low,Mid
47,37.93,1,36,0.332,0.0848,3,No,0.3,0.825,2.15,3.33,4.87,5.1,Yes,Medium,Mid
25,25.46,7,24,0.113,0.0992,0,No,7.8,0.743,4.9,6.63,9.57,3.6,No,None,Low
36,107.05,10,28,0.278,0.076,1,No,4.9,0.615,4.68,5.57,8.76,4.3,No,Low,Mid
13,47.9,7,87,0.166,0.0776,0,No,0.8,0.877,4.91,1.15,9.65,3.9,Yes,None,Low
57,81.14,29,11,0.429,0.1248,2,Yes,0.8,0.938,3.07,5.68,6.32,5.5,No,Low,Mid
51,49.12,13,20,0.331,0.0216,1,Yes,3.8,0.248,3.81,5.7,8.07,5.0,No,Low,Mid
28,36.12,1,47,0.161,0.0456,0,No,3.7,0.353,3.04,3.92,7.89,3.9,No,None,Low
49,49.47,1,74,0.308,0.1408,0,No,3.5,0.645,3.63,2.5,8.16,4.9,Yes,None,Mid
10,81.33,8,21,0.523,0.0168,0,Yes,3.1,0.151,4.06,5.25,9.0,6.2,No,None,High
57,45.33,1,25,0.256,0.0536,0,No,2.3,0.611,4.86,4.55,9.68,4.5,No,None,Mid
51,44.99,13,9,0.546,0.1056,0,No,4.4,0.41,2.97,6.45,7.62,6.6,No,None,High
13,127.46,1,28,0.511,0.0008,0,No,3.4,0.412,4.19,4.77,9.19,5.8,No,None,High
44,109.15,12,20,0.066,0.0376,0,No,5.6,0.767,5.0,6.27,9.87,2.8,No,None,Low
3,84.51,1,102,0.475,0.0856,1,No,3.0,0.413,4.16,1.03,8.21,5.8,Yes,Low,High
19,50.51,1,64,0.621,0.1608,2,No,0.7,0.426,3.13,2.07,6.26,7.0,Yes,Low,High
54,39.87,1,46,0.275,0.0456,1,No,3.5,0.574,3.93,3.9,8.11,4.7,No,Low,Mid
18,182.31,5,23,0.196,0.0104,1,No,3.3,0.925,4.67,5.12,8.97,3.3,No,Low,Low
43,125.99,1,24,0.41,0.0224,2,No,4.4,0.599,3.37,5.3,6.96,5.1,No,Low,Mid
50,92.97,1,9,0.1,0.1504,1,No,4.2,0.643,3.1,5.98,6.93,3.1,No,Low,Low
38,318.52,20,66,0.047,0.0112,0,Yes,3.2,0.481,4.29,3.43,9.25,1.4,No,None,Low
46,36.56,12,22,0.562,0.0896,0,No,4.6,0.468,5.0,5.83,9.7,6.7,No,None,High
59,133.2,1,14,0.021,0.1648,2,Yes,3.6,0.339,3.05,5.53,6.17,2.3,No,Low,Low
57,138.54,1,22,0.127,0.0832,0,No,3.4,0.755,2.7,5.07,7.42,3.1,No,None,Low
20,59.97,21,15,0.162,0.0144,0,No,4.6,0.912,5.0,6.48,9.95,3.8,No,None,Low
13,68.58,4,19,0.43,0.0696,0,No,0.0,0.562,3.69,4.18,8.46,5.6,No,None,Mid
2,145.16,2,14,0.175,0.0392,0,No,3.5,0.771,4.58,5.53,9.45,3.4,No,None,Low
12,126.23,1,2,0.438,0.0448,1,No,3.1,0.251,4.29,5.97,8.47,5.3,No,Low,Mid
55,55.47,1,22,0.23,0.0376,1,No,1.8,0.391,4.96,4.53,9.17,4.3,No,Low,Mid
7,147.5,6,14,0.123,0.0048,1,No,0.4,0.796,5.0,4.63,9.32,3.0,No,Low,Low
50,69.01,1,43,0.326,0.0888,1,No,1.1,0.679,4.63,3.25,8.67,4.9,No,Low,Mid
59,134.66,30,6,0.308,0.0456,0,Yes,2.8,0.438,4.99,6.63,9.84,4.3,No,None,Mid
2,36.51,2,21,0.603,0.0592,0,No,4.5,0.794,4.19,5.52,8.99,7.0,No,None,High
21,63.98,1,14,0.275,0.0464,0,Yes,6.0,0.312,3.24,6.33,8.09,4.5,No,None,Mid
36,57.46,28,1,0.125,0.1416,2,No,0.3,0.812,3.11,5.98,6.3,3.5,No,Low,Low
38,52.29,10,19,0.519,0.188,0,No,4.6,0.757,4.79,5.92,9.16,6.3,No,None,High
54,181.24,1,13,0.538,0.0304,0,No,4.2,0.242,4.82,5.78,9.72,5.7,No,None,High
43,114.34,1,46,0.318,0.0472,0,No,5.0,0.677,3.74,4.4,8.58,4.5,No,None,Mid
9,86.96,1,69,0.376,0.0152,1,No,3.3,0.728,3.3,2.68,7.58,5.1,Yes,Low,Mid
48,88.26,25,13,0.344,0.1384,2,No,3.3,0.251,3.7,6.28,6.91,4.9,No,Low,Mid
27,75.25,1,75,0.268,0.0296,1,Yes,2.5,0.217,3.14,2.12,7.37,4.4,Yes,Low,Mid
11,67.9,9,34,0.68,0.0352,1,No,2.9,0.71,2.87,4.57,7.09,7.4,No,Low,Extreme
25,29.54,7,20,0.173,0.0632,0,No,2.6,0.37,4.0,5.1,8.79,4.0,No,None,Low
27,53.64,21,56,0.438,0.06,2,Yes,1.5,0.957,3.57,3.4,7.04,5.7,No,Low,Mid
27,98.81,7,24,0.607,0.1488,1,No,2.5,0.846,3.85,4.87,7.69,6.7,No,Low,High
5,48.7,1,4,0.293,0.04,1,No,1.5,0.488,3.06,5.33,7.26,4.8,No,Low,Mid
17,27.46,9,4,0.042,0.1224,3,No,1.0,0.359,3.84,5.43,6.43,3.1,No,Medium,Low
24,150.23,13,89,0.475,0.1976,0,No,0.1,0.336,5.0,1.02,9.34,5.4,Yes,None,High
2,25.29,1,19,0.208,0.1136,1,No,6.5,0.79,3.5,6.25,7.45,4.3,No,Low,Low
39,77.52,1,6,0.808,0.0216,1,No,5.0,0.268,3.98,6.4,8.24,8.2,No,Low,Extreme
27,93.24,7,9,0.347,0.0376,0,No,0.9,0.82,4.64,5.08,9.51,4.9,No,None,Mid
19,61.42,15,9,0.142,0.064,1,No,4.4,0.526,3.68,6.52,7.8,3.6,No,Low,Low
47,71.69,24,21,0.312,0.1024,2,Yes,6.4,0.592,3.86,6.88,7.19,4.8,No,Low,Mid
21,80.96,11,20,0.16,0.0056,1,No,4.4,0.822,4.79,5.83,9.1,3.6,No,Low,Low
51,52.42,13,1,0.259,0.0632,0,Yes,5.2,0.268,3.61,7.12,8.4,4.5,No,None,Mid
7,85.11,1,2,0.245,0.2504,1,No,0.0,0.843,2.74,4.93,6.24,4.2,No,Low,Mid
14,77.59,11,65,0.163,0.2464,2,No,0.9,0.406,2.43,2.42,5.28,3.7,Yes,Low,Low
53,121.83,27,69,0.386,0.0568,2,No,0.0,0.669,3.64,2.45,7.12,5.0,Yes,Low,Mid
13,42.02,7,15,0.5,0.1168,1,No,5.5,0.611,2.69,6.32,6.63,6.2,No,Low,High
6,108.55,2,16,0.403,0.0944,1,No,3.7,0.565,3.42,5.5,7.44,5.2,No,Low,Mid
59,47.44,1,40,0.227,0.08,1,No,0.1,0.798,4.65,3.07,8.72,4.3,No,Low,Mid
55,94.86,1,9,0.312,0.0424,1,No,4.5,0.745,4.79,6.08,8.98,4.6,No,Low,Mid
30,11.2,8,33,0.334,0.276,6,No,4.1,0.662,3.31,4.98,4.06,5.3,No,High,Mid
38,65.87,10,8,0.236,0.1768,0,Yes,1.0,0.513,3.89,5.27,8.3,4.3,No,None,Mid
15,69.98,4,4,0.113,0.1024,2,No,2.8,0.674,3.49,5.87,6.82,3.4,No,Low,Low
24,79.17,7,40,0.031,0.0016,1,No,1.2,0.508,2.86,3.63,7.19,2.7,No,Low,Low
11,103.76,6,12,0.146,0.024,0,No,3.3,0.711,4.21,5.7,9.13,3.4,No,None,Low
27,60.46,7,2,0.654,0.148,2,No,7.0,0.349,4.2,7.47,7.37,7.2,No,Low,High
32,98.9,1,20,0.168,0.1008,1,No,4.9,0.813,4.05,5.67,8.05,3.6,No,Low,Low
33,99.47,1,96,0.119,0.036,0,No,3.1,0.245,3.23,1.27,8.11,3.2,Yes,None,Low
32,69.63,9,57,0.818,0.1072,1,No,4.5,0.545,4.25,3.95,8.23,8.3,Yes,Low,Extreme
52,76.78,14,5,0.336,0.0048,0,Yes,3.6,0.402,4.7,6.42,9.68,4.9,No,None,Mid
12,108.81,4,14,0.614,0.0312,0,No,0.0,0.491,3.41,4.43,8.31,6.6,No,None,High
39,37.55,1,66,0.438,0.0456,1,No,6.8,0.45,3.83,4.0,8.01,5.8,Yes,Low,Mid
21,26.87,1,8,0.06,0.172,5,No,0.0,0.873,3.56,4.63,4.65,3.3,No,Medium,Low
57,79.23,15,16,0.235,0.0424,1,No,0.2,0.827,3.99,4.77,8.18,4.2,No,Low,Mid
25,56.23,1,5,0.233,0.0608,1,Yes,4.0,0.365,3.62,6.12,7.75,4.3,No,Low,Mid
56,192.07,29,15,0.263,0.0128,0,Yes,0.2,0.813,4.0,5.28,8.96,3.7,No,None,Mid
23,73.51,1,5,0.048,0.0224,0,No,0.6,0.789,5.0,4.98,9.93,2.9,No,None,Low
30,130.39,16,33,0.22,0.0672,0,Yes,2.0,0.309,3.62,4.55,8.4,3.8,No,None,Low
18,150.99,5,27,0.172,0.1072,0,Yes,4.0,0.585,3.42,5.15,8.06,3.3,No,None,Low
55,52.01,42,7,0.25,0.1104,0,Yes,3.5,0.838,3.92,7.22,8.55,4.4,No,None,Mid
26,119.83,7,86,0.356,0.068,1,No,4.6,0.373,4.32,2.47,8.43,4.8,Yes,Low,Mid
20,108.76,1,1,0.066,0.0088,1,No,0.5,0.976,2.75,5.15,7.05,2.8,No,Low,Low
41,70.88,21,19,0.296,0.1,2,Yes,0.6,0.142,3.64,4.95,6.97,4.6,No,Low,Mid
35,37.44,1,85,0.082,0.0096,2,No,2.6,0.792,4.93,1.65,8.56,3.3,Yes,Low,Low
47,188.94,12,68,0.221,0.0136,0,No,4.6,0.527,3.46,3.53,8.41,3.4,No,None,Low
13,51.95,4,2,0.129,0.092,1,No,5.3,0.555,4.58,6.8,8.61,3.6,No,Low,Low
42,96.28,11,31,0.288,0.0376,2,No,2.1,0.619,4.5,4.52,8.04,4.4,No,Low,Mid
3,134.21,1,2,0.165,0.1568,1,No,0.0,0.548,3.13,4.93,6.94,3.3,No,Low,Low
55,48.95,83,89,0.273,0.052,1,Yes,6.7,0.674,4.8,4.45,8.96,4.6,No,Low,Mid
53,76.0,1,4,0.118,0.0296,3,No,2.4,0.623,3.05,5.63,5.95,3.4,No,Medium,Low
33,31.78,9,20,0.288,0.0088,0,No,1.2,0.264,4.75,4.7,9.72,4.8,No,None,Mid
42,74.15,1,23,0.106,0.056,1,No,5.0,0.796,5.0,5.55,9.15,3.3,No,Low,Low
42,55.98,1,22,0.119,0.0688,0,No,5.2,0.913,4.19,5.67,8.96,3.5,No,None,Low
44,150.71,23,107,0.387,0.0112,0,No,0.2,0.168,4.56,1.0,9.52,4.8,Yes,None,Mid
2,61.44,1,34,0.02,0.056,1,Yes,1.9,0.538,4.7,3.97,8.85,2.8,No,Low,Low
22,76.37,12,53,0.062,0.1064,0,No,5.0,0.491,3.44,4.42,8.09,3.0,No,None,Low
41,140.89,31,79,0.372,0.1216,3,No,0.6,0.909,2.97,2.28,5.56,4.8,Yes,Medium,Mid
4,63.73,3,18,0.361,0.0064,0,Yes,4.1,0.508,4.25,5.57,9.23,5.1,No,None,Mid
40,149.0,11,8,0.372,0.1464,1,No,3.2,0.635,3.16,6.03,7.01,4.7,No,Low,Mid
39,142.74,20,66,0.334,0.1224,1,No,1.0,0.882,2.41,2.7,6.34,4.5,Yes,Low,Mid
29,72.65,15,24,0.647,0.0112,0,No,5.2,0.653,3.52,6.03,8.48,7.1,No,None,High
55,71.18,14,12,0.259,0.0472,1,No,1.1,0.327,4.7,5.23,8.88,4.4,No,Low,Mid
30,44.09,1,39,0.289,0.0416,0,No,4.6,0.774,3.5,4.62,8.36,4.8,No,None,Mid
47,108.73,12,4,0.262,0.0824,1,No,5.2,0.621,3.92,6.93,7.98,4.2,No,Low,Mid
14,134.99,1,7,0.206,0.2664,2,No,4.5,0.341,3.87,6.18,6.65,3.6,No,Low,Low
2,154.56,1,13,0.358,0.1168,1,Yes,1.7,0.706,3.54,4.95,7.48,4.6,No,Low,Mid
16,45.94,5,34,0.066,0.0728,1,No,2.9,0.879,4.45,4.43,8.54,3.2,No,Low,Low
12,293.0,4,36,0.49,0.0568,0,No,1.8,0.33,5.0,3.93,9.81,4.7,No,None,High
57,17.54,1,22,0.068,0.0112,0,No,5.7,0.718,2.11,5.83,7.07,3.4,No,None,Low
41,73.69,21,29,0.479,0.0472,1,Yes,3.0,0.35,3.97,5.25,8.15,5.9,No,Low,High
39,258.72,30,6,0.252,0.2232,4,No,2.6,0.834,3.42,6.57,5.01,3.2,No,Medium,Mid
43,54.45,1,90,0.068,0.0048,0,No,5.1,0.923,4.82,2.23,9.8,3.1,Yes,None,Low
38,137.21,10,8,0.237,0.064,1,No,3.1,0.639,4.69,5.97,8.81,3.8,No,Low,Mid
46,232.15,1,8,0.356,0.0136,0,No,5.1,0.169,3.25,6.33,8.2,4.1,No,None,Mid
60,53.67,16,45,0.587,0.0704,0,No,1.2,0.282,4.32,3.68,9.09,6.8,No,None,High
31,216.9,8,5,0.489,0.1016,1,No,6.9,0.698,4.43,7.32,8.42,5.1,No,Low,High
45,32.12,12,33,0.549,0.0264,0,No,0.4,0.467,4.36,3.88,9.27,6.7,No,None,High
41,27.54,31,8,0.515,0.0032,0,No,3.6,0.814,4.62,6.83,9.61,6.4,No,None,High
32,50.71,1,11,0.234,0.0584,0,No,3.5,0.215,5.0,5.65,9.81,4.3,No,None,Mid
54,28.8,1,28,0.436,0.4152,3,No,1.4,0.176,3.11,4.1,4.73,5.9,Yes,Medium,Mid
33,87.15,1,69,0.176,0.012,1,No,4.4,0.483,4.44,3.05,8.73,3.7,Yes,Low,Low
51,26.78,1,19,0.169,0.056,0,No,0.8,0.882,4.12,4.35,8.93,4.0,No,None,Low
14,22.45,4,39,0.233,0.0376,1,Yes,0.8,0.661,3.61,3.45,7.82,4.5,No,Low,Mid
12,21.65,1,10,0.187,0.0088,1,No,5.6,0.864,3.65,6.4,7.95,4.2,No,Low,Low
45,34.32,12,21,0.13,0.0696,0,No,5.0,0.847,5.0,6.02,9.77,3.7,No,None,Low
18,77.53,5,3,0.355,0.0112,0,No,5.1,0.787,4.59,6.72,9.55,5.0,No,None,Mid
35,41.61,1,9,0.431,0.0608,0,No,2.3,0.951,3.77,5.35,8.57,5.8,No,None,Mid
9,133.75,1,52,0.079,0.1448,1,No,1.4,0.856,3.5,2.9,7.35,2.8,Yes,Low,Low
26,83.7,7,56,0.536,0.0984,1,No,3.9,0.451,2.61,3.73,6.62,6.2,Yes,Low,High
12,169.63,10,48,0.129,0.0576,0,No,2.6,0.461,4.55,3.8,9.36,2.9,No,None,Low
11,282.39,3,54,0.444,0.1168,1,No,7.4,0.744,4.11,4.87,8.05,4.4,No,Low,Mid
5,50.69,1,39,0.146,0.0872,0,No,1.8,0.327,5.0,3.68,9.71,3.7,No,None,Low
8,51.38,1,2,0.305,0.0576,1,No,7.2,0.7,3.45,7.33,7.59,4.8,No,Low,Mid
